document_id,claim_id,doc_type,present
DOC-23B75227,CLM-00036,cai_form,True
DOC-BFA3C851,CLM-00036,repair_estimate,True
DOC-F6080D77,CLM-00037,photo_damage,True
DOC-300480F7,CLM-00037,repair_estimate,True
DOC-42FB20BD,CLM-00038,photo_damage,True
DOC-36F93FB3,CLM-00038,photo_scene,True
DOC-A76B3DD0,CLM-00038,repair_estimate,True
DOC-89B894EE,CLM-00039,photo_damage,True
DOC-8C4A4BD2,CLM-00039,repair_estimate,True
DOC-2746CFF4,CLM-00039,id_document,True
DOC-E19B6353,CLM-00040,photo_damage,True
DOC-8A57734E,CLM-00040,police_report,True
DOC-41CFE1EC,CLM-00040,repair_estimate,True
DOC-B2995DB0,CLM-00041,photo_damage,True
DOC-E4DB22FB,CLM-00041,cai_form,True
DOC-0A6AC29F,CLM-00041,repair_estimate,False
DOC-C7DCA2F6,CLM-00041,witness_statement,True
DOC-2331132A,CLM-00042,police_report,True
DOC-3D4D0B50,CLM-00042,id_document,True
DOC-E3E7F468,CLM-00042,witness_statement,True
DOC-7D905114,CLM-00043,photo_damage,True
DOC-32C5F14B,CLM-00043,police_report,True
DOC-A3FA625C,CLM-00043,repair_estimate,False
DOC-77F356DB,CLM-00043,photo_scene,True
DOC-983689DB,CLM-00044,photo_damage,True
DOC-7E185CAC,CLM-00044,photo_scene,True
DOC-8E115C35,CLM-00044,repair_estimate,True
DOC-A5B53CED,CLM-00045,photo_damage,True
DOC-AB3B6EAA,CLM-00045,cai_form,True
DOC-CBDB1F60,CLM-00045,repair_estimate,True
DOC-6637F2D4,CLM-00046,photo_damage,True
DOC-7DC896F9,CLM-00046,repair_estimate,True
DOC-ED4FD05C,CLM-00047,photo_damage,True
DOC-496D2419,CLM-00047,police_report,True
DOC-55D66AC8,CLM-00047,repair_estimate,True
DOC-F8D3A5D6,CLM-00047,witness_statement,True
DOC-B0D8DB7F,CLM-00048,photo_damage,True
DOC-9286FE6A,CLM-00048,police_report,True
DOC-26143842,CLM-00048,repair_estimate,True
DOC-47A82A91,CLM-00049,photo_damage,True
DOC-25BDA3E2,CLM-00049,repair_estimate,True
DOC-16FCB876,CLM-00050,photo_damage,True
DOC-02FA77B4,CLM-00050,cai_form,True
DOC-2EEE120D,CLM-00050,repair_estimate,False
DOC-E416EAF6,CLM-00051,photo_damage,True
DOC-DEBEF5E9,CLM-00051,photo_scene,True
DOC-F68F1E6F,CLM-00051,repair_estimate,True
DOC-7B888EAD,CLM-00052,photo_damage,False
DOC-916B6D50,CLM-00052,repair_estimate,True
DOC-21D96299,CLM-00053,photo_damage,True
DOC-F4292A5A,CLM-00053,cai_form,True
DOC-FA0D83B4,CLM-00053,repair_estimate,True
DOC-41B29CC4,CLM-00054,photo_damage,True
DOC-31D96FD0,CLM-00054,cai_form,True
DOC-AF4F708B,CLM-00054,repair_estimate,True
DOC-E33F6495,CLM-00055,photo_damage,False
DOC-A5F190E3,CLM-00055,cai_form,True
DOC-54B6F20D,CLM-00055,repair_estimate,True
DOC-C26E4F0B,CLM-00056,photo_damage,True
DOC-580DC6DA,CLM-00056,repair_estimate,True
DOC-9CC5ACB0,CLM-00057,photo_damage,True
DOC-C61C23B9,CLM-00057,repair_estimate,False
DOC-5163CE37,CLM-00058,photo_damage,True
DOC-A619F812,CLM-00058,photo_scene,False
DOC-313F31D6,CLM-00058,repair_estimate,True
DOC-E7BC64C0,CLM-00058,witness_statement,True
DOC-58551F84,CLM-00059,photo_damage,True
DOC-A568B344,CLM-00059,cai_form,True
DOC-64A347DD,CLM-00059,repair_estimate,True
DOC-D9693E15,CLM-00060,police_report,True
DOC-E38F2C7E,CLM-00060,id_document,True
DOC-D50C6AC4,CLM-00061,photo_damage,True
DOC-CE4F2BCA,CLM-00061,police_report,True
DOC-4CA85E06,CLM-00061,repair_estimate,True
DOC-6A405844,CLM-00062,photo_damage,True
DOC-31EFF90E,CLM-00062,photo_scene,True
DOC-78B90154,CLM-00062,repair_estimate,True
DOC-0BF783D7,CLM-00063,photo_damage,False
DOC-9A648ADE,CLM-00063,cai_form,True
DOC-56D208FD,CLM-00063,repair_estimate,True
DOC-144586B0,CLM-00064,photo_damage,True
DOC-A0F10F4F,CLM-00064,photo_scene,False
DOC-6D55172F,CLM-00064,repair_estimate,False
DOC-E1EBA278,CLM-00065,photo_damage,True
DOC-3E4B7EF3,CLM-00065,repair_estimate,True
DOC-D7D50C0B,CLM-00066,photo_damage,False
DOC-01603B98,CLM-00066,cai_form,True
DOC-9CFA9943,CLM-00066,repair_estimate,False
DOC-F235A780,CLM-00066,medical_report,True
DOC-6AD03D2D,CLM-00067,photo_damage,True
DOC-2CF92028,CLM-00067,cai_form,True
DOC-7FDC8B32,CLM-00067,repair_estimate,True
DOC-E656C0A8,CLM-00068,photo_damage,True
DOC-B49259BA,CLM-00068,cai_form,True
DOC-5D34009A,CLM-00068,repair_estimate,True
DOC-7DE9960A,CLM-00069,photo_damage,True
DOC-80D3FD2D,CLM-00069,repair_estimate,True
DOC-CE53F400,CLM-00069,cai_form,True
DOC-FFC82CB5,CLM-00070,photo_damage,True
DOC-FE887107,CLM-00070,photo_scene,True
DOC-91D245CE,CLM-00070,repair_estimate,True
DOC-97466DD9,CLM-00070,id_document,True
DOC-CAB7EFB4,CLM-00071,photo_damage,True
DOC-5C3B3F2A,CLM-00071,repair_estimate,True
DOC-CB4031F8,CLM-00072,photo_damage,True
DOC-E106E0FB,CLM-00072,cai_form,True
DOC-ED12EB7F,CLM-00072,repair_estimate,True
DOC-2D6B4766,CLM-00072,witness_statement,True
DOC-F198FAAC,CLM-00073,photo_damage,False
DOC-1F6F0413,CLM-00073,police_report,True
DOC-3A32FB2F,CLM-00073,repair_estimate,True
DOC-CDFC7B4A,CLM-00074,photo_damage,True
DOC-71592F30,CLM-00074,police_report,True
DOC-D48B8077,CLM-00074,repair_estimate,True
DOC-71FFE369,CLM-00074,id_document,True
DOC-9B073896,CLM-00075,photo_damage,True
DOC-15D53A54,CLM-00075,repair_estimate,True
DOC-1F2F28A9,CLM-00076,photo_damage,False
DOC-22714EFF,CLM-00076,photo_scene,True
DOC-5EFC095B,CLM-00076,repair_estimate,True
DOC-E47068E3,CLM-00077,photo_damage,False
DOC-1C12D171,CLM-00077,photo_scene,True
DOC-9808BAB9,CLM-00077,repair_estimate,False
DOC-C7CF52C8,CLM-00077,id_document,True
DOC-03A5C441,CLM-00078,photo_damage,True
DOC-762B472C,CLM-00078,cai_form,True
DOC-37553FBF,CLM-00078,repair_estimate,True
DOC-764913BD,CLM-00078,medical_report,True
DOC-F9FDAF20,CLM-00079,photo_damage,True
DOC-33654C0F,CLM-00079,repair_estimate,False
DOC-E586822B,CLM-00080,photo_damage,True
DOC-BDBA4C75,CLM-00080,repair_estimate,True
DOC-5D48157A,CLM-00081,photo_damage,True
DOC-27337315,CLM-00081,cai_form,True
DOC-1C525D3A,CLM-00081,repair_estimate,True
DOC-49EFDC20,CLM-00082,photo_damage,True
DOC-DAAE268B,CLM-00082,police_report,True
DOC-A3110715,CLM-00082,repair_estimate,True
DOC-2669A56D,CLM-00083,photo_damage,True
DOC-8A8520E9,CLM-00083,police_report,True
DOC-703F0CDE,CLM-00083,repair_estimate,True
DOC-79579BD4,CLM-00084,photo_damage,True
DOC-5B5ED091,CLM-00084,police_report,True
DOC-51929627,CLM-00084,repair_estimate,True
DOC-61B83881,CLM-00085,photo_damage,True
DOC-7B534CE1,CLM-00085,photo_scene,True
DOC-F66C458F,CLM-00085,repair_estimate,False
DOC-24D8FF0E,CLM-00086,photo_damage,True
DOC-21B0D5CB,CLM-00086,cai_form,True
DOC-53C67AA8,CLM-00086,repair_estimate,True
DOC-6514244E,CLM-00087,photo_damage,True
DOC-C05BE943,CLM-00087,cai_form,True
DOC-9119BE1F,CLM-00087,repair_estimate,False
DOC-23BA59D0,CLM-00088,photo_damage,True
DOC-4E5BEB11,CLM-00088,police_report,True
DOC-078E0C86,CLM-00088,repair_estimate,True
DOC-651BF8B6,CLM-00089,photo_damage,True
DOC-8185488C,CLM-00089,cai_form,True
DOC-C1E2A2B6,CLM-00089,repair_estimate,True
DOC-3C9A1268,CLM-00089,photo_scene,True
DOC-7F26D014,CLM-00090,police_report,True
DOC-593898F6,CLM-00090,id_document,True
DOC-0F5A1C5D,CLM-00090,medical_report,True
DOC-AE7F7A8A,CLM-00091,photo_damage,True
DOC-9470DB74,CLM-00091,cai_form,True
DOC-D8FE8203,CLM-00091,repair_estimate,True
DOC-2055C9DE,CLM-00092,photo_damage,False
DOC-BAD66CAD,CLM-00092,repair_estimate,True
DOC-06ED1AE3,CLM-00093,photo_damage,True
DOC-01EDB53E,CLM-00093,cai_form,True
DOC-1471F4CD,CLM-00093,repair_estimate,True
DOC-C6D67A74,CLM-00093,police_report,True
DOC-0190952B,CLM-00094,photo_damage,True
DOC-96B91B74,CLM-00094,police_report,True
DOC-07A393EE,CLM-00094,repair_estimate,True
DOC-CA8A8681,CLM-00095,police_report,True
DOC-70FC9BB7,CLM-00095,id_document,True
DOC-B3F73766,CLM-00096,photo_damage,True
DOC-3BAD71C4,CLM-00096,police_report,True
DOC-6ACFD5E8,CLM-00096,repair_estimate,True
DOC-A492A758,CLM-00096,id_document,True
DOC-2FDA2233,CLM-00097,photo_damage,True
DOC-BE20353A,CLM-00097,photo_scene,True
DOC-DBA921A8,CLM-00097,repair_estimate,True
DOC-B2AA0ADE,CLM-00098,photo_damage,True
DOC-23C72CCD,CLM-00098,repair_estimate,True
DOC-5A845EB7,CLM-00098,id_document,True
DOC-1EE8305E,CLM-00099,photo_damage,True
DOC-802BB118,CLM-00099,police_report,False
DOC-1D4829A6,CLM-00099,repair_estimate,True
DOC-ED3560D6,CLM-00100,photo_damage,True
DOC-EA5D9D9A,CLM-00100,photo_scene,True
DOC-3B55D316,CLM-00100,repair_estimate,False
DOC-C80E7DE0,CLM-00101,photo_damage,True
DOC-0874C69D,CLM-00101,photo_scene,True
DOC-BBD018DF,CLM-00101,repair_estimate,True
DOC-CFB9010B,CLM-00102,photo_damage,True
DOC-1AAAE2D3,CLM-00102,cai_form,True
DOC-CA1CC84B,CLM-00102,repair_estimate,True
DOC-F76BCFAD,CLM-00102,medical_report,True
DOC-33E8DB49,CLM-00103,photo_damage,True
DOC-C407A25B,CLM-00103,photo_scene,False
DOC-4BBB5F9B,CLM-00103,repair_estimate,True
DOC-AA15503C,CLM-00104,photo_damage,True
DOC-66569586,CLM-00104,repair_estimate,True
DOC-6DB030AA,CLM-00105,police_report,True
DOC-94CF9576,CLM-00105,id_document,False
DOC-74E49885,CLM-00106,photo_damage,True
DOC-8995229A,CLM-00106,repair_estimate,True
DOC-2748C845,CLM-00106,witness_statement,True
DOC-BE35AA2F,CLM-00107,photo_damage,True
DOC-58FC1D3A,CLM-00107,cai_form,False
DOC-0AE61455,CLM-00107,repair_estimate,True
DOC-4410BFAF,CLM-00108,photo_damage,True
DOC-7F810FC1,CLM-00108,cai_form,True
DOC-379ED036,CLM-00108,repair_estimate,True
DOC-63A3113B,CLM-00109,photo_damage,True
DOC-E5970F1B,CLM-00109,photo_scene,True
DOC-996565BC,CLM-00109,repair_estimate,True
DOC-0F2B7A53,CLM-00110,photo_damage,True
DOC-1E1559BE,CLM-00110,police_report,True
DOC-871F4534,CLM-00110,repair_estimate,False
DOC-FDE27F85,CLM-00111,police_report,True
DOC-E0204914,CLM-00111,id_document,True
DOC-2910037A,CLM-00112,photo_damage,True
DOC-64BA54F8,CLM-00112,police_report,False
DOC-37BE7246,CLM-00112,repair_estimate,True
DOC-A6AAA7CB,CLM-00112,cai_form,True
DOC-28185476,CLM-00113,photo_damage,True
DOC-65E63988,CLM-00113,photo_scene,True
DOC-A114868D,CLM-00113,repair_estimate,True
DOC-C6233FA1,CLM-00113,police_report,True
DOC-641B23CA,CLM-00114,police_report,True
DOC-C7C8E313,CLM-00114,id_document,True
DOC-86DC7E4A,CLM-00115,photo_damage,True
DOC-BCDBEE21,CLM-00115,photo_scene,True
DOC-EB4ECF9D,CLM-00115,repair_estimate,True
DOC-88148104,CLM-00116,photo_damage,True
DOC-DB7AD017,CLM-00116,photo_scene,True
DOC-7457C4DE,CLM-00116,repair_estimate,True
DOC-3068A039,CLM-00117,photo_damage,False
DOC-864178A3,CLM-00117,cai_form,False
DOC-E5F89C4E,CLM-00117,repair_estimate,False
DOC-7FAA38C1,CLM-00118,photo_damage,True
DOC-5E246692,CLM-00118,photo_scene,True
DOC-70DEC6B7,CLM-00118,repair_estimate,True
DOC-9504D86A,CLM-00119,police_report,True
DOC-38923362,CLM-00119,id_document,True
DOC-9464A3EA,CLM-00120,photo_damage,True
DOC-977C6E5E,CLM-00120,cai_form,True
DOC-C3E048AF,CLM-00120,repair_estimate,True
DOC-CFC6F45F,CLM-00121,photo_damage,True
DOC-21FC83E2,CLM-00121,cai_form,True
DOC-5404C39C,CLM-00121,repair_estimate,False
DOC-553EF7A6,CLM-00122,photo_damage,False
DOC-DAA4883C,CLM-00122,photo_scene,True
DOC-1A49821A,CLM-00122,repair_estimate,False
DOC-A2FCD474,CLM-00123,photo_damage,False
DOC-FB57F96A,CLM-00123,photo_scene,True
DOC-4C6DCE6C,CLM-00123,repair_estimate,True
DOC-9A00C1E5,CLM-00124,photo_damage,True
DOC-94E5E03B,CLM-00124,cai_form,True
DOC-D82CF5B4,CLM-00124,repair_estimate,False
DOC-7A2968A1,CLM-00124,police_report,True
DOC-5CB92AE8,CLM-00125,photo_damage,True
DOC-5FB4155A,CLM-00125,police_report,False
DOC-6F8CC224,CLM-00125,repair_estimate,False
DOC-C941DC6E,CLM-00126,police_report,True
DOC-EB3C1672,CLM-00126,id_document,True
DOC-7C17DD99,CLM-00127,photo_damage,True
DOC-6BD36760,CLM-00127,police_report,True
DOC-C2EEEDB6,CLM-00127,repair_estimate,True
DOC-C9DC4EB8,CLM-00128,photo_damage,True
DOC-A39026DD,CLM-00128,cai_form,True
DOC-4CD5E653,CLM-00128,repair_estimate,True
DOC-B40CBF55,CLM-00128,id_document,True
DOC-A4695514,CLM-00129,photo_damage,True
DOC-C885A2FB,CLM-00129,photo_scene,True
DOC-AEB7E812,CLM-00129,repair_estimate,True
DOC-4525CA4D,CLM-00130,photo_damage,True
DOC-01A2C49E,CLM-00130,police_report,True
DOC-07AA5EAC,CLM-00130,repair_estimate,True
DOC-F8CA9FFE,CLM-00130,witness_statement,True
DOC-66129AA9,CLM-00131,photo_damage,True
DOC-6A61CD72,CLM-00131,police_report,True
DOC-90A39D85,CLM-00131,repair_estimate,True
DOC-D542D3AB,CLM-00132,photo_damage,False
DOC-A8D50E8B,CLM-00132,police_report,True
DOC-74AEED4B,CLM-00132,repair_estimate,True
DOC-A8F137B2,CLM-00133,photo_damage,True
DOC-892F93B8,CLM-00133,cai_form,True
DOC-FC33AAE5,CLM-00133,repair_estimate,True
DOC-ED275E7F,CLM-00133,id_document,True
DOC-7B46DD4B,CLM-00134,photo_damage,True
DOC-D9F76ACF,CLM-00134,police_report,True
DOC-551202C3,CLM-00134,repair_estimate,True
DOC-2DF8D4BB,CLM-00135,photo_damage,False
DOC-303BA40A,CLM-00135,cai_form,True
DOC-D57BABD7,CLM-00135,repair_estimate,True
DOC-4AC8E009,CLM-00136,photo_damage,True
DOC-61FE0886,CLM-00136,cai_form,True
DOC-5A94ED51,CLM-00136,repair_estimate,False
DOC-AEA0E415,CLM-00137,police_report,True
DOC-EEAA9AAC,CLM-00137,id_document,True
DOC-939EC11A,CLM-00138,photo_damage,True
DOC-F734CD33,CLM-00138,police_report,True
DOC-C0EFCC7B,CLM-00138,repair_estimate,True
DOC-9877BB7D,CLM-00139,photo_damage,True
DOC-658481C0,CLM-00139,photo_scene,True
DOC-73CED398,CLM-00139,repair_estimate,True
DOC-F781D481,CLM-00140,photo_damage,True
DOC-8AE56A53,CLM-00140,cai_form,True
DOC-4B6D13DF,CLM-00140,repair_estimate,False
DOC-4653369B,CLM-00140,photo_scene,True
DOC-E1E60B65,CLM-00141,photo_damage,True
DOC-D35AE822,CLM-00141,repair_estimate,True
DOC-65284578,CLM-00142,photo_damage,False
DOC-862556FF,CLM-00142,repair_estimate,False
DOC-9B7DB84A,CLM-00142,witness_statement,True
DOC-1601C247,CLM-00143,photo_damage,False
DOC-1766674A,CLM-00143,cai_form,True
DOC-8145B83F,CLM-00143,repair_estimate,False
DOC-C5828EFF,CLM-00144,photo_damage,True
DOC-5EC63E9A,CLM-00144,repair_estimate,True
DOC-0B09EB7D,CLM-00145,photo_damage,True
DOC-7A942518,CLM-00145,cai_form,False
DOC-9C19618D,CLM-00145,repair_estimate,True
DOC-EE81C3B3,CLM-00145,photo_scene,True
DOC-D0B12BAF,CLM-00146,photo_damage,True
DOC-E26FE0E6,CLM-00146,photo_scene,True
DOC-7D56BA37,CLM-00146,repair_estimate,True
DOC-AEF35B54,CLM-00147,photo_damage,True
DOC-AE4678DA,CLM-00147,cai_form,False
DOC-2F680C34,CLM-00147,repair_estimate,True
DOC-B26374E7,CLM-00148,photo_damage,True
DOC-5344B02C,CLM-00148,cai_form,True
DOC-FA57BAC4,CLM-00148,repair_estimate,True
DOC-9E629535,CLM-00148,police_report,True
DOC-8509E739,CLM-00149,photo_damage,True
DOC-77FA4891,CLM-00149,cai_form,True
DOC-8AB2C845,CLM-00149,repair_estimate,True
DOC-A89554BD,CLM-00150,photo_damage,False
DOC-8BF80B16,CLM-00150,cai_form,True
DOC-8074308D,CLM-00150,repair_estimate,False
DOC-B035E9B8,CLM-00150,photo_scene,True
DOC-3F3A1795,CLM-00151,photo_damage,True
DOC-3BF29E9F,CLM-00151,police_report,True
DOC-6F222C13,CLM-00151,repair_estimate,True
DOC-9E266EE8,CLM-00152,photo_damage,True
DOC-8CCBDD4E,CLM-00152,cai_form,True
DOC-09696968,CLM-00152,repair_estimate,True
DOC-58DC7A73,CLM-00152,id_document,True
DOC-A0E5A3C2,CLM-00153,photo_damage,True
DOC-E8EB0885,CLM-00153,repair_estimate,False
DOC-E3EC4522,CLM-00154,photo_damage,True
DOC-8FA7165B,CLM-00154,repair_estimate,True
DOC-4604F50A,CLM-00154,police_report,True
DOC-7DF62319,CLM-00155,photo_damage,True
DOC-3284483A,CLM-00155,cai_form,True
DOC-D3BCD829,CLM-00155,repair_estimate,False
DOC-BE684BE6,CLM-00156,photo_damage,True
DOC-4E35BD53,CLM-00156,police_report,True
DOC-B84046BD,CLM-00156,repair_estimate,True
DOC-D2108FC8,CLM-00157,photo_damage,True
DOC-B97EF8EB,CLM-00157,cai_form,False
DOC-DF6ABFFC,CLM-00157,repair_estimate,True
DOC-22232BB5,CLM-00158,photo_damage,True
DOC-33428FC5,CLM-00158,cai_form,True
DOC-93B17F08,CLM-00158,repair_estimate,True
DOC-53D1DC29,CLM-00159,photo_damage,False
DOC-0CE17A49,CLM-00159,cai_form,False
DOC-865EA4BF,CLM-00159,repair_estimate,True
DOC-E4FC80EB,CLM-00160,photo_damage,True
DOC-FC5D2B51,CLM-00160,police_report,True
DOC-2650223B,CLM-00160,repair_estimate,True
DOC-6D2F771F,CLM-00161,photo_damage,False
DOC-26694948,CLM-00161,cai_form,True
DOC-D389BC0C,CLM-00161,repair_estimate,True
DOC-92A14B07,CLM-00162,photo_damage,True
DOC-76C73D10,CLM-00162,police_report,True
DOC-7694E427,CLM-00162,repair_estimate,True
DOC-B46461FD,CLM-00163,police_report,True
DOC-657FE8F5,CLM-00163,id_document,False
DOC-5ACE7491,CLM-00163,cai_form,True
DOC-3246CB60,CLM-00164,photo_damage,True
DOC-E5A8A959,CLM-00164,cai_form,True
DOC-BFBB51D7,CLM-00164,repair_estimate,True
DOC-AD0FEEC5,CLM-00165,photo_damage,False
DOC-6E608FDA,CLM-00165,repair_estimate,True
DOC-A5484EDE,CLM-00166,photo_damage,True
DOC-D32EE9FC,CLM-00166,police_report,True
DOC-55EEA773,CLM-00166,repair_estimate,True
DOC-4D9D094A,CLM-00167,photo_damage,True
DOC-4350C768,CLM-00167,cai_form,True
DOC-F750F95C,CLM-00167,repair_estimate,True
DOC-449049EC,CLM-00168,photo_damage,False
DOC-3852F668,CLM-00168,cai_form,True
DOC-36DE1D12,CLM-00168,repair_estimate,True
DOC-72C1F874,CLM-00169,photo_damage,True
DOC-75CD6FBF,CLM-00169,photo_scene,False
DOC-4CC77AA6,CLM-00169,repair_estimate,True
DOC-4373E9BD,CLM-00170,photo_damage,True
DOC-7F57D0C3,CLM-00170,repair_estimate,True
DOC-E85CEB16,CLM-00171,police_report,True
DOC-D933CAC9,CLM-00171,id_document,True
DOC-8011BA73,CLM-00171,photo_damage,True
DOC-FC352816,CLM-00172,photo_damage,True
DOC-69C805EF,CLM-00172,police_report,True
DOC-851A9114,CLM-00172,repair_estimate,False
DOC-98BF4A83,CLM-00173,photo_damage,True
DOC-2EE82CE6,CLM-00173,police_report,True
DOC-D10EFB80,CLM-00173,repair_estimate,False
DOC-70C6B403,CLM-00174,photo_damage,True
DOC-70ABCF18,CLM-00174,photo_scene,True
DOC-763279AB,CLM-00174,repair_estimate,False
DOC-55EFB77C,CLM-00175,photo_damage,True
DOC-61C76C9F,CLM-00175,cai_form,True
DOC-0350CA10,CLM-00175,repair_estimate,True
DOC-B3371D8E,CLM-00176,photo_damage,False
DOC-78E8B08E,CLM-00176,photo_scene,True
DOC-E2550BD3,CLM-00176,repair_estimate,False
DOC-F591E153,CLM-00177,photo_damage,False
DOC-ECBDCE00,CLM-00177,repair_estimate,True
DOC-B5D26128,CLM-00178,photo_damage,False
DOC-8D247050,CLM-00178,cai_form,False
DOC-5B80248E,CLM-00178,repair_estimate,True
DOC-68365E2F,CLM-00178,id_document,True
DOC-B7D3C091,CLM-00179,photo_damage,True
DOC-DDADA9DA,CLM-00179,repair_estimate,False
DOC-E64B2113,CLM-00180,photo_damage,True
DOC-672B9EDF,CLM-00180,cai_form,True
DOC-0B6E40C7,CLM-00180,repair_estimate,False
DOC-929F995F,CLM-00181,photo_damage,True
DOC-0D28E125,CLM-00181,police_report,True
DOC-F85C5F3D,CLM-00181,repair_estimate,True
DOC-F062084B,CLM-00182,photo_damage,True
DOC-0EA3591C,CLM-00182,police_report,True
DOC-B06C9CFE,CLM-00182,repair_estimate,True
DOC-73BBA4E5,CLM-00183,photo_damage,True
DOC-80D32881,CLM-00183,photo_scene,False
DOC-2D4EFC06,CLM-00183,repair_estimate,False
